# Ghidra Function Export: gunman.dll
# Total functions: 2638
# Named (non-FUN_): 801
# Auto-named (FUN_): 1837
# Thunks: 2
# External: 0
# Format: address | size | refs | calling_conv | flags | name
#====================================================================================================
100b1f90 |    178 |    1 | __fastcall   | -          | FUN_100b1f90
100b23d0 |    495 |    1 | __fastcall   | -          | FUN_100b23d0
100b2b20 |     42 |    1 | __thiscall   | -          | FUN_100b2b20
100b2b50 |     80 |    2 | __cdecl      | -          | monster_rustflier
100b2c00 |    125 |    1 | __fastcall   | -          | FUN_100b2c00
100b30f0 |    188 |    1 | __fastcall   | -          | FUN_100b30f0
100b31b0 |    209 |    3 | __thiscall   | -          | FlyTouch
100b3290 |     43 |    2 | __thiscall   | -          | CrashTouch
100b32c0 |   2304 |    3 | __thiscall   | -          | HuntThink
100b3c00 |    836 |    2 | __fastcall   | -          | FUN_100b3c00
100b3f50 |    418 |    3 | __thiscall   | -          | CrashingThink
100b4100 |   2476 |    1 | __fastcall   | -          | FUN_100b4100
100b4ab0 |     50 |    2 | __fastcall   | -          | FUN_100b4ab0
100b4af0 |     48 |    1 | __fastcall   | -          | FUN_100b4af0
100b4b20 |    590 |    1 | __fastcall   | -          | FUN_100b4b20
100b4d70 |    610 |    1 | __fastcall   | -          | FUN_100b4d70
100b4fe0 |    124 |    4 | __thiscall   | -          | FlierUse
100b5060 |    136 |    1 | __fastcall   | -          | FUN_100b5060
100b5270 |    412 |    1 | __thiscall   | -          | FUN_100b5270
100b5410 |      5 |    3 | __thiscall   | -          | MortarThink
100b5420 |      8 |    3 | __thiscall   | -          | FragmentTouch
100b5430 |     48 |    3 | __thiscall   | -          | FUN_100b5430
100b5460 |     48 |    3 | __thiscall   | -          | FUN_100b5460
100b5490 |    103 |   11 | __fastcall   | -          | FUN_100b5490
100b5500 |     14 |    3 | __fastcall   | -          | FUN_100b5500
100b5510 |     47 |    1 | __fastcall   | -          | FUN_100b5510
100b5540 |     64 |    3 | __fastcall   | -          | FUN_100b5540
100b5580 |     56 |    2 | __fastcall   | -          | FUN_100b5580
100b55c0 |      5 |    5 | __fastcall   | THUNK      | thunk_FUN_1000bf50
100b5680 |     76 |    2 | __cdecl      | -          | rustbitshot
100b5760 |    260 |    2 | __fastcall   | -          | FUN_100b5760
100b5870 |    626 |    2 | __cdecl      | -          | FUN_100b5870
100b5af0 |    399 |    3 | __thiscall   | -          | ShotTouch
100b5c80 |     79 |    2 | __cdecl      | -          | gunner_rocket
100b5d30 |     91 |    1 | __fastcall   | -          | FUN_100b5d30
100b5eb0 |    248 |    3 | __thiscall   | -          | RocketExplodeTouch
100b5fb0 |    384 |    3 | __thiscall   | -          | IgniteThink
100b6130 |    839 |    3 | __thiscall   | -          | AccelerateThink
100b6480 |     76 |    2 | __cdecl      | -          | gunner_mortar
100b6610 |     33 |    1 | __fastcall   | -          | FUN_100b6610
100b66b0 |    850 |    2 | __fastcall   | -          | FUN_100b66b0
100b6a10 |     91 |    2 | __cdecl      | -          | monster_rustbit
100b6ff0 |    461 |    2 | __fastcall   | -          | FUN_100b6ff0
100b76a0 |     82 |    2 | __thiscall   | -          | FUN_100b76a0
100b7700 |     70 |    2 | __fastcall   | -          | FUN_100b7700
100b7860 |    177 |    2 | __fastcall   | -          | FUN_100b7860
100b7920 |     47 |    2 | __fastcall   | -          | FUN_100b7920
100b7950 |    382 |    2 | __fastcall   | -          | FUN_100b7950
100b7ad0 |    444 |    2 | __fastcall   | -          | FUN_100b7ad0
100b7c90 |    189 |    2 | __thiscall   | -          | FUN_100b7c90
100b7da0 |    127 |    2 | __cdecl      | -          | monster_rustbit_friendly
100b7e30 |     91 |    2 | __cdecl      | -          | monster_rustbot
100b8010 |     48 |    2 | __fastcall   | -          | FUN_100b8010
100b8050 |    108 |    2 | __fastcall   | -          | FUN_100b8050
100b82f0 |    133 |    2 | __thiscall   | -          | FUN_100b82f0
100b8380 |     73 |    2 | __fastcall   | -          | FUN_100b8380
100b8400 |    970 |    2 | __fastcall   | -          | FUN_100b8400
100b87d0 |    587 |    2 | __fastcall   | -          | FUN_100b87d0
100b8a20 |    134 |    6 | __fastcall   | -          | FUN_100b8a20
100b8ab0 |    378 |    2 | __fastcall   | -          | FUN_100b8ab0
100b8e10 |     62 |    1 | __fastcall   | -          | FUN_100b8e10
100b9370 |    121 |    2 | __thiscall   | -          | FUN_100b9370
100b9450 |    234 |    2 | __fastcall   | -          | FUN_100b9450
100b9600 |    539 |    2 | __fastcall   | -          | FUN_100b9600
100b9820 |    255 |    2 | __thiscall   | -          | FUN_100b9820
100b99c0 |     67 |    2 | __thiscall   | -          | FUN_100b99c0
100b9a10 |     55 |    2 | __fastcall   | -          | FUN_100b9a10
100b9aa0 |    401 |    1 | __thiscall   | -          | FUN_100b9aa0
100b9c40 |    226 |    4 | __thiscall   | -          | FUN_100b9c40
100b9d30 |    127 |    2 | __cdecl      | -          | monster_rustbot_friendly
100b9dc0 |     79 |    2 | __cdecl      | -          | anime_rocket
100b9e80 |     91 |    1 | __fastcall   | -          | FUN_100b9e80
100b9ee0 |   1081 |    2 | __fastcall   | -          | FUN_100b9ee0
100ba320 |    455 |    3 | __thiscall   | -          | IgniteThink
100ba4f0 |   1440 |    3 | __thiscall   | -          | AccelerateThink
100baa90 |   1547 |    3 | __thiscall   | -          | RocketTouch
100bb0a0 |     79 |    2 | __cdecl      | -          | animebackpack_rocket
100bb160 |     91 |    1 | __fastcall   | -          | FUN_100bb160
100bb610 |    198 |    3 | __thiscall   | -          | IgniteThink
100bb6e0 |   1248 |    5 | __thiscall   | -          | AccelerateThink
100bbbc0 |   1528 |    3 | __thiscall   | -          | RocketTouch
100bc1c0 |    101 |    2 | __cdecl      | -          | monster_gunner
100bc320 |    101 |    2 | __cdecl      | -          | monster_rustgunr
100bc390 |    101 |    2 | __cdecl      | -          | monster_rustgnr
100bc400 |     48 |    2 | __thiscall   | -          | FUN_100bc400
100bc430 |     48 |    2 | __thiscall   | -          | FUN_100bc430
100bce40 |     13 |    2 | __thiscall   | -          | FUN_100bce40
100bce50 |     11 |    6 | __fastcall   | -          | FUN_100bce50
100bce60 |    134 |    3 | __fastcall   | -          | FUN_100bce60
100bcef0 |    103 |    2 | __thiscall   | -          | FUN_100bcef0
100bcf60 |     52 |    2 | __fastcall   | -          | FUN_100bcf60
100bcfa0 |     64 |    2 | __thiscall   | -          | FUN_100bcfa0
100bda00 |    977 |    5 | __thiscall   | -          | FUN_100bda00
100be790 |    210 |   19 | __thiscall   | -          | FUN_100be790
100bec50 |     48 |    3 | __thiscall   | -          | ToggleTakedamage
100bec80 |    446 |    2 | __fastcall   | -          | FUN_100bec80
100bee40 |    100 |    2 | __fastcall   | -          | FUN_100bee40
100beeb0 |     76 |    1 | __fastcall   | -          | FUN_100beeb0
100bef00 |     81 |    2 | __fastcall   | -          | FUN_100bef00
100bef60 |    137 |    2 | __cdecl      | -          | monster_gunner_friendly
100bf080 |    125 |    1 | __fastcall   | -          | FUN_100bf080
100bf560 |    327 |    2 | __fastcall   | -          | FUN_100bf560
100c0450 |     79 |    2 | __cdecl      | -          | FUN_100c0450
100c04a0 |     79 |    2 | __cdecl      | -          | monster_beak
100c06f0 |     54 |    2 | __thiscall   | -          | FUN_100c06f0
100c0860 |    340 |    3 | __thiscall   | -          | LeapTouch
100c09c0 |    449 |    5 | __thiscall   | -          | FUN_100c09c0
100c18d0 |    251 |    1 | __thiscall   | -          | FUN_100c18d0
100c1a20 |    204 |    1 | __fastcall   | -          | FUN_100c1a20
100c1c20 |     57 |    3 | __thiscall   | -          | FlopAnim
100c1c60 |     79 |    2 | __cdecl      | -          | beakbirther_gib
100c1cd0 |    170 |    2 | __fastcall   | -          | FUN_100c1cd0
100c1d80 |     79 |    2 | __cdecl      | -          | monster_beakbirther
100c2010 |    372 |    1 | __fastcall   | -          | FUN_100c2010
100c22e0 |     66 |    3 | __thiscall   | -          | FlopAnim
100c2330 |     79 |    2 | __cdecl      | -          | critter_gib
100c23a0 |    170 |    2 | __fastcall   | -          | FUN_100c23a0
100c2450 |     79 |    2 | __cdecl      | -          | monster_critter
100c2770 |    250 |    1 | __fastcall   | -          | FUN_100c2770
100c3200 |     94 |    1 | __fastcall   | -          | FUN_100c3200
100c36a0 |    262 |    1 | __fastcall   | -          | FUN_100c36a0
100c37b0 |     83 |    1 | __thiscall   | -          | FUN_100c37b0
100c3850 |     88 |    3 | __thiscall   | -          | FlopAnim
100c38b0 |     79 |    2 | __cdecl      | -          | maggot_gib
100c3920 |    170 |    2 | __fastcall   | -          | FUN_100c3920
100c39d0 |     79 |    2 | __cdecl      | -          | monster_maggot
100c3ab0 |     55 |    1 | __fastcall   | -          | FUN_100c3ab0
100c3e90 |     47 |    1 | __fastcall   | -          | FUN_100c3e90
100c45e0 |    155 |    1 | __fastcall   | -          | FUN_100c45e0
100c4680 |    672 |    3 | __thiscall   | -          | LaunchedTouch
100c4920 |     64 |    6 | __thiscall   | -          | SquashTouch
100c4960 |    352 |    3 | __thiscall   | -          | LeapTouch
100c4ac0 |     38 |    1 | __fastcall   | -          | FUN_100c4ac0
100c4e30 |     61 |    1 | __thiscall   | -          | FUN_100c4e30
100c4e90 |     79 |    2 | __cdecl      | -          | monster_tube
100c5040 |     53 |    1 | __fastcall   | -          | FUN_100c5040
100c5080 |     75 |    1 | __fastcall   | -          | FUN_100c5080
100c54e0 |    550 |    3 | __fastcall   | -          | FUN_100c54e0
100c5710 |     99 |    1 | __fastcall   | -          | FUN_100c5710
100c58e0 |     57 |    1 | __fastcall   | -          | FUN_100c58e0
100c5920 |    105 |    1 | __fastcall   | -          | FUN_100c5920
100c5990 |    171 |    4 | __thiscall   | -          | FUN_100c5990
100c5a90 |    479 |    2 | __fastcall   | -          | FUN_100c5a90
100c5c70 |     85 |    1 | __fastcall   | -          | FUN_100c5c70
100c6250 |    267 |    1 | __fastcall   | -          | FUN_100c6250
100c6360 |    116 |    1 | __thiscall   | -          | FUN_100c6360
100c6430 |     79 |    2 | __cdecl      | -          | tubequeen_mortar
100c64f0 |     85 |    1 | __fastcall   | -          | FUN_100c64f0
100c6550 |    108 |    1 | __stdcall    | -          | FUN_100c6550
100c65c0 |    431 |    2 | __fastcall   | -          | FUN_100c65c0
100c6770 |     85 |    3 | __thiscall   | -          | MortarThink
100c67d0 |   1545 |    4 | __thiscall   | -          | DecoreTouch
100c6e10 |     90 |    1 | __thiscall   | -          | FUN_100c6e10
100c6e80 |    289 |    3 | __thiscall   | -          | UseQueen
100c6fb0 |     79 |    2 | __cdecl      | -          | monster_tubequeen
100c8390 |     79 |    2 | __cdecl      | -          | tuberocket
100c86f0 |    408 |    3 | __thiscall   | -          | StartTrack
100c8890 |    653 |    1 | __fastcall   | -          | FUN_100c8890
100c8b20 |   1881 |    4 | __thiscall   | -          | TrackTarget
100c9280 |    101 |    3 | __thiscall   | -          | TrackTouch
100c92f0 |    476 |    3 | __thiscall   | -          | DieTouch
100c94d0 |     76 |    2 | __cdecl      | -          | xenomeshot
100c9530 |    157 |    2 | __fastcall   | -          | FUN_100c9530
100c95d0 |    215 |    1 | __cdecl      | -          | FUN_100c95d0
100c96b0 |     18 |    3 | __thiscall   | -          | XenomeShotThink
100c96d0 |    584 |    3 | __thiscall   | -          | TouchShot
100c9920 |     79 |    2 | __cdecl      | -          | monster_xenome
100c9cb0 |    340 |    3 | __thiscall   | -          | LeapTouch
100c9e10 |    503 |    3 | __thiscall   | -          | FUN_100c9e10
100ca010 |    320 |    2 | __thiscall   | -          | FUN_100ca010
100caa30 |    157 |    1 | __thiscall   | -          | FUN_100caa30
100caad0 |    341 |    1 | __fastcall   | -          | FUN_100caad0
100cac30 |    174 |    1 | __thiscall   | -          | FUN_100cac30
100cace0 |     68 |    1 | __fastcall   | -          | FUN_100cace0
100cae90 |     48 |    2 | __thiscall   | -          | FUN_100cae90
100caec0 |     48 |    2 | __thiscall   | -          | FUN_100caec0
100caf80 |    374 |    2 | __thiscall   | -          | FUN_100caf80
100cb100 |     79 |    2 | __cdecl      | -          | decore_camflare
100cb160 |    218 |    2 | __fastcall   | -          | FUN_100cb160
100cb240 |     79 |    2 | __cdecl      | -          | decore_cam
100cb910 |     80 |    3 | __thiscall   | -          | ToggleToOn
100cb960 |    190 |   11 | __fastcall   | -          | FUN_100cb960
100cba20 |     32 |    3 | __thiscall   | -          | DecoreTouch
100cba40 |     36 |    3 | __thiscall   | -          | Animate
100cbb00 |     79 |    2 | __cdecl      | -          | decore_baboon
100cbb50 |     83 |    1 | __fastcall   | -          | FUN_100cbb50
100cbcd0 |     79 |    2 | __cdecl      | -          | decore_pipes
100cbe20 |     79 |    2 | __cdecl      | -          | decore_mushroom
100cbe70 |     51 |    1 | __fastcall   | -          | FUN_100cbe70
100cbf00 |    230 |    1 | __fastcall   | -          | FUN_100cbf00
100cbff0 |    214 |    1 | __fastcall   | -          | FUN_100cbff0
100cc0d0 |     79 |    2 | __cdecl      | -          | decore_mushroom2
100cc120 |     51 |    1 | __fastcall   | -          | FUN_100cc120
100cc1b0 |    223 |    1 | __fastcall   | -          | FUN_100cc1b0
100cc290 |    214 |    1 | __fastcall   | -          | FUN_100cc290
100cc370 |     79 |    2 | __cdecl      | -          | decore_cactus
100cc530 |    156 |    1 | __fastcall   | -          | FUN_100cc530
100cc5d0 |     79 |    2 | __cdecl      | -          | decore_prickle
100cc750 |     28 |    3 | __thiscall   | -          | GutSmell
100cc770 |     91 |    2 | __cdecl      | -          | decore_gutspile
100cc990 |     91 |    2 | __cdecl      | -          | decore_bodygib
100cca20 |     91 |    2 | __cdecl      | -          | decore_hatgib
100ccab0 |     79 |    2 | __cdecl      | -          | decore_icebeak
100ccb10 |    123 |    2 | __fastcall   | -          | FUN_100ccb10
100ccb90 |    182 |    3 | __thiscall   | -          | SpawnIceBeak
100ccc50 |    129 |    3 | __thiscall   | -          | Melt
100ccce0 |     79 |    2 | __cdecl      | -          | decore_ice
100ccd30 |    114 |    1 | __thiscall   | -          | FUN_100ccd30
100ccf10 |     51 |    1 | __fastcall   | -          | FUN_100ccf10
100ccfb0 |     79 |    2 | __cdecl      | -          | decore_swampplants
100cd000 |     54 |    1 | __fastcall   | -          | FUN_100cd000
100cd070 |     24 |    3 | __thiscall   | -          | MonkeyUse
100cd090 |     79 |    2 | __cdecl      | -          | decore_goldskull
100cd210 |     71 |    3 | __thiscall   | -          | BigFootUse
100cd260 |     40 |    3 | __thiscall   | -          | CheckAnimEnd
100cd290 |     79 |    2 | __cdecl      | -          | decore_foot
100cd430 |     36 |    3 | __thiscall   | -          | XenomeEmbryoGibUse
100cd460 |    169 |    3 | __thiscall   | -          | IdleSoundThink
100cd510 |     79 |    2 | __cdecl      | -          | monster_xenome_embryo
100cd720 |     79 |    2 | __cdecl      | -          | decore_sittingtubemortar
100cd870 |     90 |    1 | __fastcall   | -          | FUN_100cd870
100cdef0 |     79 |    2 | __cdecl      | -          | decore_sack
100cdf60 |    154 |    2 | __fastcall   | -          | FUN_100cdf60
100ce010 |    318 |    3 | __thiscall   | -          | SpawnSack
100ce150 |     56 |    3 | __thiscall   | -          | ShockAnim
100ce190 |     79 |    2 | __cdecl      | -          | monster_tube_embryo
100ce2c0 |     43 |    1 | __fastcall   | -          | FUN_100ce2c0
100ce3e0 |     79 |    2 | __cdecl      | -          | decore_labstuff
100ce430 |     41 |    1 | __fastcall   | -          | FUN_100ce430
100ce480 |     36 |    1 | __fastcall   | -          | FUN_100ce480
100ce4c0 |    204 |    1 | __fastcall   | -          | FUN_100ce4c0
100ce590 |     79 |    2 | __cdecl      | -          | decore_asteroid
100ce650 |    116 |    1 | __thiscall   | -          | FUN_100ce650
100ce820 |     79 |    2 | __cdecl      | -          | decore_spacedebris
100ce8e0 |    238 |    1 | __fastcall   | -          | FUN_100ce8e0
100cea00 |    333 |    1 | __thiscall   | -          | FUN_100cea00
100ceb50 |    655 |    3 | __thiscall   | -          | UseToggle
100cede0 |    170 |    3 | __thiscall   | -          | DebrisRemoveThink
100cee90 |     93 |    3 | __thiscall   | -          | DebrisTouch
100ceef0 |     79 |    2 | __cdecl      | -          | monster_trainingbot
100cefc0 |    808 |    1 | __fastcall   | -          | FUN_100cefc0
100cf2f0 |    155 |    1 | __fastcall   | -          | FUN_100cf2f0
100cf390 |   1026 |    3 | __thiscall   | -          | FloatThink
100cf7c0 |    416 |    1 | __thiscall   | -          | FUN_100cf7c0
100cf960 |   2403 |    2 | __thiscall   | -          | BotSparkThink
100d02d0 |    174 |    3 | __thiscall   | -          | SmokeFallThink
100d0380 |     66 |    4 | __thiscall   | -          | BotExplodeTouch
100d03d0 |    381 |    2 | __fastcall   | -          | FUN_100d03d0
100d0550 |   1231 |    2 | __fastcall   | -          | FUN_100d0550
100d0a20 |     59 |    1 | __fastcall   | -          | FUN_100d0a20
100d0a60 |    109 |    2 | __fastcall   | -          | FUN_100d0a60
100d0ad0 |     79 |    2 | __cdecl      | -          | entity_digit
100d0bf0 |     79 |    2 | __cdecl      | -          | entity_digitgod
100d0cc0 |    497 |    1 | __fastcall   | -          | FUN_100d0cc0
100d0ee0 |    113 |    1 | __thiscall   | -          | FUN_100d0ee0
100d0f60 |     23 |    3 | __thiscall   | -          | OutputThink
100d0f80 |    296 |    3 | __thiscall   | -          | FUN_100d0f80
100d10b0 |     79 |    2 | __cdecl      | -          | hologram_beak
100d1130 |     48 |    2 | __thiscall   | -          | FUN_100d1130
100d1160 |     48 |    2 | __thiscall   | -          | FUN_100d1160
100d1190 |    504 |    2 | __fastcall   | -          | FUN_100d1190
100d1390 |    389 |    3 | __thiscall   | -          | SpawnThink
100d1520 |     80 |    2 | __fastcall   | -          | FUN_100d1520
100d1570 |    185 |    1 | __thiscall   | -          | FUN_100d1570
100d1630 |    364 |    5 | __thiscall   | -          | HologramThink
100d17a0 |    209 |    1 | __fastcall   | -          | FUN_100d17a0
100d1880 |    478 |    3 | __thiscall   | -          | DieThink
100d1a60 |    234 |    3 | __thiscall   | -          | RespawnHologram
100d1b50 |    157 |    3 | __thiscall   | -          | UseToggle
100d1bf0 |    274 |    2 | __fastcall   | -          | FUN_100d1bf0
100d1d50 |    161 |    2 | __fastcall   | -          | FUN_100d1d50
100d1e00 |    202 |    1 | __fastcall   | -          | FUN_100d1e00
100d1ed0 |     79 |    2 | __cdecl      | -          | hologram_damage
100d1f80 |     54 |    1 | __fastcall   | -          | FUN_100d1f80
100d1fc0 |    263 |    1 | __thiscall   | -          | FUN_100d1fc0
100d2350 |     76 |    2 | __cdecl      | -          | decore_torchflame
100d23b0 |     73 |    1 | __fastcall   | -          | FUN_100d23b0
100d2400 |    275 |    2 | __fastcall   | -          | FUN_100d2400
100d2520 |     76 |    3 | __thiscall   | -          | Animate
100d2570 |    141 |    1 | __cdecl      | -          | FUN_100d2570
100d2600 |     76 |    2 | __cdecl      | -          | decore_torch
100d2780 |     73 |    1 | __fastcall   | -          | FUN_100d2780
100d27f0 |     79 |    2 | __cdecl      | -          | endboss_kataball
100d28b0 |    115 |    1 | __fastcall   | -          | FUN_100d28b0
100d2930 |    358 |    2 | __fastcall   | -          | FUN_100d2930
100d2aa0 |    720 |    3 | __thiscall   | -          | KataTouch
100d2d70 |     50 |    3 | __thiscall   | -          | IgniteThink
100d2db0 |   1364 |    3 | __thiscall   | -          | AccelerateThink
100d3310 |     79 |    2 | __cdecl      | -          | endboss_rocket
100d33d0 |     91 |    1 | __fastcall   | -          | FUN_100d33d0
100d3430 |   1174 |    2 | __fastcall   | -          | FUN_100d3430
100d38d0 |    361 |    3 | __thiscall   | -          | IgniteThink
100d3a40 |   1164 |    3 | __thiscall   | -          | AccelerateThink
100d3ed0 |   1512 |    3 | __thiscall   | -          | RocketTouch
100d44d0 |     79 |    2 | __cdecl      | -          | antirocketflare
100d4540 |    188 |    2 | __fastcall   | -          | FUN_100d4540
100d4600 |     66 |    3 | __thiscall   | -          | FlopAnim
100d4650 |     79 |    2 | __cdecl      | -          | endboss_gib
100d46c0 |    181 |    2 | __fastcall   | -          | FUN_100d46c0
100d4780 |     79 |    2 | __cdecl      | -          | monster_endboss
100d53d0 |    319 |    1 | __fastcall   | -          | FUN_100d53d0
100d5bd0 |    246 |    9 | __thiscall   | -          | FUN_100d5bd0
100d5f30 |     71 |    1 | __fastcall   | -          | FUN_100d5f30
100d66a0 |    130 |    1 | __fastcall   | -          | FUN_100d66a0
100d6730 |    243 |    2 | __cdecl      | -          | monster_scientist
100d6870 |     48 |    2 | __thiscall   | -          | FUN_100d6870
100d68a0 |     48 |    2 | __thiscall   | -          | FUN_100d68a0
100d6b10 |    107 |    3 | __thiscall   | -          | ToggleUse
100d6b80 |    164 |    1 | __fastcall   | -          | FUN_100d6b80
100d7530 |    856 |    2 | __fastcall   | -          | FUN_100d7530
100d78a0 |    100 |    4 | __fastcall   | -          | FUN_100d78a0
100d79e0 |    289 |    2 | __thiscall   | -          | FUN_100d79e0
100d7b20 |    506 |    2 | __thiscall   | -          | FUN_100d7b20
100d87d0 |     45 |    1 | __thiscall   | -          | FUN_100d87d0
100d8800 |    220 |    2 | __fastcall   | -          | FUN_100d8800
100d8900 |    114 |    1 | __thiscall   | -          | FUN_100d8900
100d8980 |     79 |    2 | __cdecl      | -          | monster_scientist_dead
100d89e0 |    193 |    1 | __fastcall   | -          | FUN_100d89e0
100d8ab0 |    255 |    2 | __cdecl      | -          | monster_sitting_scientist
100d8c10 |    404 |    1 | __fastcall   | -          | FUN_100d8c10
100d8db0 |     28 |    1 | __fastcall   | -          | FUN_100d8db0
100d8e20 |    751 |    3 | __thiscall   | -          | SittingThink
100d9150 |    426 |    2 | __fastcall   | -          | FUN_100d9150
100d9316 |     23 |    2 | __stdcall    | -          | FUN_100d9316
100d932e |     56 |    1 | __stdcall    | -          | FUN_100d932e
100d9378 |     39 |  376 | __stdcall    | -          | __ftol
100d939f |     87 |  152 | __thiscall   | -          | FUN_100d939f
100d93f6 |    139 |    5 | __thiscall   | -          | FUN_100d93f6
100d9481 |     11 |  142 | __thiscall   | -          | FUN_100d9481
100d9546 |     82 |   30 | __cdecl      | -          | FUN_100d9546
100d9598 |     46 |    2 | __thiscall   | -          | FUN_100d9598
100d9616 |     40 |    2 | __thiscall   | -          | FUN_100d9616
100d966b |     40 |    8 | __thiscall   | -          | FUN_100d966b
100d96bb |     46 |    1 | __thiscall   | -          | FUN_100d96bb
100d96e9 |     46 |    1 | __thiscall   | -          | FUN_100d96e9
100d9800 |    128 |    9 | __cdecl      | -          | _strstr
100d988a |     10 |    3 | __fastcall   | -          | FUN_100d988a
100d98c0 |     56 |    5 | __cdecl      | -          | _strncmp
100d98f8 |     14 |    9 | __cdecl      | -          | operator_new
100d9906 |     52 |    2 | __cdecl      | -          | FUN_100d9906
100d9940 |     25 |    3 | __stdcall    | -          | FUN_100d9940
100d9962 |    467 |    1 | __cdecl      | -          | FUN_100d9962
100d9b35 |     40 |    2 | __stdcall    | -          | FUN_100d9b35
100d9b5d |     11 |    7 | __cdecl      | -          | FUN_100d9b5d
100d9b70 |    254 |   17 | __cdecl      | -          | _strncpy
100d9c6e |     72 |  109 | __cdecl      | -          | FUN_100d9c6e
100d9cb6 |    141 |   16 | __cdecl      | -          | FUN_100d9cb6
100d9d43 |     60 |   47 | __cdecl      | -          | FUN_100d9d43
100d9d7f |     49 |    5 | __cdecl      | -          | FUN_100d9d7f
100d9db0 |     76 |    1 | __cdecl      | -          | __fclose_lk
100d9dfc |     49 |    1 | __cdecl      | -          | FUN_100d9dfc
100d9e2d |     19 |    2 | __cdecl      | -          | FUN_100d9e2d
100d9e40 |     65 |    1 | __cdecl      | -          | FUN_100d9e40
100d9e81 |     47 |    7 | __cdecl      | -          | FUN_100d9e81
100d9eb0 |    266 |    1 | __cdecl      | -          | FUN_100d9eb0
100d9fc0 |    257 |    6 | __cdecl      | -          | FUN_100d9fc0
100da0c9 |    111 |    2 | __cdecl      | -          | FUN_100da0c9
100da138 |    204 |    1 | __thiscall   | -          | FUN_100da138
100da204 |    117 |   31 | __thiscall   | -          | FUN_100da204
100da279 |    164 |    2 | __cdecl      | -          | FUN_100da279
100da320 |     47 |   11 | __stdcall    | -          | FUN_100da320
100da34f |     81 |    2 | __cdecl      | -          | FUN_100da34f
100da3ad |     34 |   22 | __cdecl      | -          | _rand
100da3cf |    217 |    3 | __stdcall    | -          | FUN_100da3cf
100da4a8 |    157 |    2 | __stdcall    | -          | entry
100da545 |     48 |    8 | __cdecl      | -          | __amsg_exit
100da578 |     18 |    1 | __fastcall   | -          | FUN_100da578
100da58a |     62 |    1 | __stdcall    | -          | FUN_100da58a
100da5c8 |     41 |    1 | __stdcall    | -          | FUN_100da5c8
100da5f1 |     90 |    1 | __cdecl      | -          | FUN_100da5f1
100da6b1 |     62 |    1 | __cdecl      | -          | __fassign
100da6ef |     97 |    1 | __cdecl      | -          | FUN_100da6ef
100da750 |    194 |    2 | __cdecl      | -          | FUN_100da750
100da812 |     85 |    1 | __cdecl      | -          | FUN_100da812
100da867 |    167 |    2 | __cdecl      | -          | FUN_100da867
100da90e |    147 |    1 | __cdecl      | -          | FUN_100da90e
100da9a1 |     81 |    1 | __cdecl      | -          | __cfltcvt
100da9f2 |     37 |    4 | __cdecl      | -          | FUN_100da9f2
100daa17 |    127 |    1 | __thiscall   | -          | FUN_100daa17
100daaa0 |    123 |   49 | __cdecl      | -          | _strlen
100dab20 |     52 |    1 | __stdcall    | -          | __allmul
100dab54 |    280 |    4 | __cdecl      | -          | FUN_100dab54
100dac6c |   1825 |    4 | __cdecl      | -          | FUN_100dac6c
100db3ad |     53 |    4 | __cdecl      | -          | FUN_100db3ad
100db3e2 |     49 |    3 | __cdecl      | -          | FUN_100db3e2
100db413 |     56 |    3 | __cdecl      | -          | FUN_100db413
100db44b |     13 |   10 | __cdecl      | -          | FUN_100db44b
100db458 |     16 |    1 | __cdecl      | -          | FUN_100db458
100db468 |     14 |    1 | __cdecl      | -          | FUN_100db468
100db490 |      6 |    1 | __stdcall    | -          | FUN_100db490
100db496 |    187 |    1 | __cdecl      | -          | FUN_100db496
100db550 |     62 |    1 | __fastcall   | -          | __cintrindisp2
100db58e |     61 |    0 | __fastcall   | -          | __cintrindisp1
100db5cb |     72 |    0 | __cdecl      | -          | __ctrandisp2
100db613 |      7 |    2 | __stdcall    | -          | FUN_100db613
100db61a |    305 |    2 | __stdcall    | -          | FUN_100db61a
100db74b |     51 |    0 | __cdecl      | -          | __ctrandisp1
100db77e |     60 |    3 | __cdecl      | -          | __fload
100db7c0 |    103 |    2 | __fastcall   | -          | __trandisp1
100db827 |    140 |    2 | __fastcall   | -          | __trandisp2
100dc196 |    518 |    2 | __cdecl      | -          | FUN_100dc196
100dc39c |    178 |    1 | __stdcall    | -          | FUN_100dc39c
100dc71b |     18 |   35 | __cdecl      | -          | _malloc
100dc72d |     44 |    2 | __cdecl      | -          | __nh_malloc
100dc759 |     78 |    1 | __cdecl      | -          | FUN_100dc759
100dc7a7 |   2597 |    1 | __thiscall   | -          | FUN_100dc7a7
100dd1cc |     55 |    2 | __thiscall   | -          | FUN_100dd1cc
100dd203 |     26 |   18 | __cdecl      | -          | FUN_100dd203
100dd21d |     23 |   10 | __cdecl      | -          | FUN_100dd21d
100dd234 |     36 |    2 | __cdecl      | -          | FUN_100dd234
100dd470 |     23 |    2 | __fastcall   | -          | FUN_100dd470
100dd487 |     60 |    1 | __fastcall   | -          | __startOneArgErrorHandling
100dd4d0 |     21 |    1 | __stdcall    | -          | FUN_100dd4d0
100dd4e5 |     23 |    1 | __stdcall    | -          | FUN_100dd4e5
100dd515 |     67 |    3 | __fastcall   | -          | __fload_withFB
100dd56e |     13 |    7 | __stdcall    | -          | FUN_100dd56e
